****************************************************************
*       Calculation started on: Fri May 31 10:40:21 2024       *
****************************************************************
Timestep     Number of nodes      Mean crossing time     Crossed probability
     425               91184     67.7413333234659660      0.9563609789018480
     426               91617     67.7835979652323033      0.9564602949658102
     427               92040     67.8407276183120587      0.9565942067409562
     428               92475     67.8827761224318067      0.9566925528587519
     429               92900     67.9395235270904152      0.9568249482030543
     430               93337     67.9813580229295269      0.9569223383607767
     431               93764     68.0377279668064432      0.9570532424727650
     432               94203     68.0793505542559672      0.9571496903938267
     433               94632     68.1353477419782791      0.9572791279307998
     434               95073     68.1767604919524217      0.9573746470819197
     435               95504     68.2323895468964849      0.9575026421739578
     436               95947     68.2735945018193036      0.9575972457709948
     437               96380     68.3288599678285493      0.9577238220345524
     438               96825     68.3698591421124604      0.9578175230481872
     439               97260     68.4247654851743334      0.9579427035992837
     440               97707     68.4655608656896391      0.9580355147605361
     441               98144     68.5201124755726880      0.9581593222275483
     442               98593     68.5607060221081781      0.9582512560331752
     443               99032     68.6149072139586735      0.9583737125692576
     444               99483     68.6553008596745542      0.9584647812869912
     445               99924     68.7091558755739982      0.9585859085821301
     446              100377     68.7493515274442473      0.9586761242557803
     447              100820     68.8028645379311286      0.9587959435484924
     448              101275     68.8428640771803941      0.9588853180029319
     449              101720     68.8960391827357910      0.9590038500916224
     450              102177     68.9358444652663422      0.9590923949376194
     451              102624     68.9886856977620653      0.9592096601916021
     452              103083     69.0282985545723875      0.9592973868305504
     453              103532     69.0808098786859262      0.9594134052007676
     454              103993     69.1202321162839155      0.9595003248292876
     455              104444     69.1724174308796762      0.9596151158586989
     456              104907     69.2116508316850911      0.9597012394731087
     457              105360     69.2635139711630075      0.9598148223067907
     458              105825     69.3025602939056569      0.9599001607074852
     459              106280     69.3541050295176831      0.9600125541024432
     460              106747     69.3929660096245868      0.9600971178981438
     461              107204     69.4441960507600982      0.9602083402328397
     462              107673     69.4828734007397486      0.9602921398447476
     463              108132     69.5337923961808713      0.9604022091283529
